x0000,y0000
298500.,-11.732864
298501.0020040080,-11.696256
298502.004008016,-11.769472
298503.0060120241,-11.80608
298504.0080160321,-11.71456
298505.0100200401,-11.952512
298506.0120240481,-11.915904
298507.0140280561,-11.751168
298508.0160320641,-11.787776
298509.0180360721,-11.824384
298510.0200400802,-11.787776
298511.0220440882,-11.62304
298512.0240480962,-11.879296
298513.0260521042,-11.732864
298514.0280561122,-11.732864
298515.0300601202,-11.860992
298516.0320641283,-11.751168
298517.0340681363,-11.879296
298518.0360721443,-11.641344
298519.0380761523,-11.8976
298520.0400801603,-11.732864
298521.0420841684,-11.860992
298522.0440881763,-18.85312
298523.0460921844,-18.85312
298524.0480961924,-18.85312
298525.0501002004,-18.85312
298526.0521042084,-18.926336
298527.0541082164,-18.871424
298528.0561122245,-18.871424
298529.0581162325,-18.871424
298530.0601202405,-18.926336
298531.0621242485,-18.7616
298532.0641282565,-18.926336
298533.0661322645,-18.798208
298534.0681362725,-18.834816
298535.0701402806,-18.688384
298536.0721442886,-18.889728
298537.0741482966,-18.798208
298538.0761523046,-18.798208
298539.0781563126,-18.798208
298540.0801603206,-18.908032
298541.0821643287,-19.017856
298542.0841683366,-18.94464
298543.0861723447,-18.889728
298544.0881763527,-18.706688
298545.0901803607,-18.7616
298546.0921843688,-18.85312
298547.0941883767,-18.85312
298548.0961923848,-18.85312
298549.0981963928,-18.85312
298550.1002004008,-18.85312
298551.1022044088,-18.926336
298552.1042084168,-18.688384
298553.1062124249,-18.962944
298554.1082164329,-18.889728
298555.1102204409,-18.541952
298556.1122244489,-18.834816
298557.1142284569,-18.834816
298558.1162324649,-18.834816
298559.1182364729,-18.779904
298560.120240481,-18.706688
298561.122244489,-18.743296
298562.124248497,-18.743296
298563.126252505,-18.615168
298564.1282565130,-18.615168
298565.130260521,-18.615168
298566.1322645291,-18.615168
298567.1342685370,-18.706688
298568.1362725451,-18.834816
298569.1382765531,-18.67008
298570.1402805611,-18.724992
298571.1422845692,-18.908032
298572.1442885771,-18.798208
298573.1462925852,-18.798208
298574.1482965932,-19.03616
298575.1503006012,-18.724992
298576.1523046092,-18.816512
298577.1543086172,-18.816512
298578.1563126253,-18.651776
298579.1583166333,-18.743296
298580.1603206413,-18.743296
298581.1623246493,-18.798208
298582.1643286573,-18.926336
298583.1663326653,-18.743296
298584.1683366733,-18.743296
298585.1703406814,-18.7616
298586.1723446894,-18.7616
298587.1743486974,-18.7616
298588.1763527054,-18.706688
298589.1783567134,-18.706688
298590.1803607214,-18.779904
298591.1823647295,-18.798208
298592.1843687374,-18.889728
298593.1863727455,-18.834816
298594.1883767535,-18.560256
298595.1903807615,-18.560256
298596.1923847696,-18.560256
298597.1943887775,-18.779904
298598.1963927856,-18.615168
298599.1983967936,-18.615168
298600.2004008016,-18.779904
298601.2024048096,-18.67008
298602.2044088176,-18.706688
298603.2064128257,-18.651776
298604.2084168337,-18.889728
298605.2104208417,-18.724992
298606.2124248497,-18.7616
298607.2144288577,-18.7616
298608.2164328657,-18.7616
298609.2184368738,-18.57856
298610.2204408818,-18.57856
298611.2224448898,-18.57856
298612.2244488978,-18.633472
298613.2264529058,-18.7616
298614.2284569138,-18.816512
298615.2304609218,-18.816512
298616.2324649299,-18.615168
298617.2344689379,-18.596864
298618.2364729459,-18.505344
298619.2384769539,-18.450432
298620.2404809619,-18.560256
298621.24248497,-18.560256
298622.2444889779,-18.377216
298623.246492986,-18.377216
298624.248496994,-18.377216
298625.250501002,-18.377216
298626.25250501,-18.377216
298627.2545090180,-18.651776
298628.2565130261,-18.450432
298629.2585170341,-18.560256
298630.2605210421,-18.57856
298631.2625250501,-18.615168
298632.2645290581,-19.31072
298633.2665330661,-19.731712
298634.2685370742,-19.072768
298635.2705410821,-18.724992
298636.2725450902,-18.615168
298637.2745490982,-18.541952
298638.2765531062,-18.541952
298639.2785571142,-18.541952
298640.2805611222,-20.097792
298641.2825651303,-19.658496
298642.2845691383,-18.743296
298643.2865731463,-18.633472
298644.2885771543,-18.560256
298645.2905811623,-18.67008
298646.2925851704,-18.67008
298647.2945891783,-18.67008
298648.2965931864,-19.017856
298649.2985971944,-19.017856
298650.3006012024,-18.505344
298651.3026052104,-18.340608
298652.3046092184,-18.377216
298653.3066132265,-18.7616
298654.3086172345,-18.7616
298655.3106212425,-20.537088
298656.3126252505,-19.274112
298657.3146292585,-19.274112
298658.3166332665,-19.274112
298659.3186372746,-19.274112
298660.3206412825,-19.274112
298661.3226452906,-19.274112
298662.3246492986,-19.274112
298663.3266533066,-18.688384
298664.3286573146,-18.688384
298665.3306613226,-18.633472
298666.3326653307,-18.633472
298667.3346693387,-18.871424
298668.3366733467,-18.871424
298669.3386773547,-18.871424
298670.3406813627,-18.871424
298671.3426853708,-18.871424
298672.3446893787,-18.871424
298673.3466933868,-18.871424
298674.3486973948,-18.85312
298675.3507014028,-18.596864
298676.3527054108,-18.816512
298677.3547094188,-18.633472
298678.3567134269,-19.054464
298679.3587174349,-20.024576
298680.3607214429,-20.024576
298681.3627254509,-20.024576
298682.3647294589,-18.596864
298683.3667334669,-18.358912
298684.368737475,-18.340608
298685.3707414829,-18.505344
298686.372745491,-18.505344
298687.374749499,-18.505344
298688.376753507,-18.139264
298689.3787575150,-18.139264
298690.3807615230,-18.139264
298691.3827655311,-18.02944
298692.3847695391,-18.322304
298693.3867735471,-18.157568
298694.3887775551,-18.157568
298695.3907815631,-18.139264
298696.3927855712,-18.304
298697.3947895791,-18.175872
298698.3967935872,-18.432128
298699.3987975952,-18.432128
298700.4008016032,-18.139264
298701.4028056112,-18.02944
298702.4048096192,-18.12096
298703.4068136273,-18.285696
298704.4088176353,-18.39552
298705.4108216433,-18.304
298706.4128256513,-18.505344
298707.4148296593,-18.48704
298708.4168336673,-18.48704
298709.4188376754,-18.48704
298710.4208416833,-18.48704
298711.4228456914,-19.6768
298712.4248496994,-18.834816
298713.4268537074,-18.48704
298714.4288577155,-18.48704
298715.4308617234,-18.48704
298716.4328657315,-18.48704
298717.4348697395,-18.39552
298718.4368737475,-18.57856
298719.4388777555,-18.523648
298720.4408817635,-18.523648
298721.4428857716,-18.57856
298722.4448897796,-18.102656
298723.4468937876,-18.413824
298724.4488977956,-18.523648
298725.4509018036,-18.57856
298726.4529058116,-18.322304
298727.4549098196,-18.48704
298728.4569138276,-18.48704
298729.4589178357,-18.48704
298730.4609218437,-18.21248
298731.4629258517,-18.340608
298732.4649298597,-18.304
298733.4669338677,-18.304
298734.4689378758,-18.304
298735.4709418837,-18.194176
298736.4729458918,-18.175872
298737.4749498998,-18.304
298738.4769539078,-18.304
298739.4789579159,-18.304
298740.4809619238,-18.21248
298741.4829659319,-18.304
298742.4849699399,-18.230784
298743.4869739479,-18.230784
298744.4889779559,-18.340608
298745.4909819639,-18.322304
298746.492985972,-18.322304
298747.49498998,-18.322304
298748.496993988,-18.358912
298749.498997996,-18.358912
298750.501002004,-18.358912
298751.503006012,-18.21248
298752.5050100200,-18.450432
298753.5070140280,-18.377216
298754.5090180361,-18.450432
298755.5110220441,-18.194176
298756.5130260521,-18.358912
298757.5150300601,-18.358912
298758.5170340681,-18.468736
298759.5190380762,-18.468736
298760.5210420841,-18.468736
298761.5230460922,-18.468736
298762.5250501002,-18.175872
298763.5270541082,-18.175872
298764.5290581163,-18.175872
298765.5310621242,-18.48704
298766.5330661323,-18.175872
298767.5350701403,-18.541952
298768.5370741483,-18.249088
298769.5390781563,-18.267392
298770.5410821643,-18.267392
298771.5430861724,-18.194176
298772.5450901804,-18.194176
298773.5470941884,-18.432128
298774.5490981964,-18.194176
298775.5511022044,-18.157568
298776.5531062124,-18.285696
298777.5551102204,-18.249088
298778.5571142284,-18.249088
298779.5591182365,-18.285696
298780.5611222445,-18.157568
298781.5631262525,-18.267392
298782.5651302605,-18.304
298783.5671342685,-18.377216
298784.5691382766,-18.981248
298785.5711422845,-19.182592
298786.5731462926,-18.926336
298787.5751503006,-18.743296
298788.5771543086,-18.743296
298789.5791583167,-18.432128
298790.5811623246,-18.432128
298791.5831663327,-18.340608
298792.5851703407,-18.340608
298793.5871743487,-19.731712
298794.5891783567,-19.731712
298795.5911823647,-18.999552
298796.5931863727,-18.85312
298797.5951903808,-18.981248
298798.5971943888,-18.94464
298799.5991983968,-18.779904
298800.6012024048,-18.779904
298801.6032064128,-18.816512
298802.6052104209,-19.072768
298803.6072144288,-19.072768
298804.6092184369,-18.999552
298805.6112224449,-18.706688
298806.6132264529,-18.541952
298807.6152304609,-18.541952
298808.6172344689,-18.67008
298809.619238477,-18.67008
298810.621242485,-18.157568
298811.623246493,-18.157568
298812.625250501,-18.413824
298813.627254509,-18.39552
298814.6292585171,-18.85312
298815.6312625250,-18.85312
298816.6332665331,-18.541952
298817.6352705411,-18.541952
298818.6372745491,-18.908032
298819.6392785571,-18.67008
298820.6412825651,-18.651776
298821.6432865731,-18.651776
298822.6452905812,-19.200896
298823.6472945892,-18.560256
298824.6492985972,-19.164288
298825.6513026052,-19.164288
298826.6533066132,-19.164288
298827.6553106213,-19.237504
298828.6573146292,-18.94464
298829.6593186373,-19.182592
298830.6613226453,-18.999552
298831.6633266533,-18.85312
298832.6653306613,-18.908032
298833.6673346693,-18.908032
298834.6693386774,-19.420544
298835.6713426854,-19.420544
298836.6733466934,-18.926336
298837.6753507014,-19.12768
298838.6773547094,-19.091072
298839.6793587175,-18.560256
298840.6813627254,-18.560256
298841.6833667335,-18.560256
298842.6853707415,-19.457152
298843.6873747495,-19.457152
298844.6893787575,-18.908032
298845.6913827655,-18.871424
298846.6933867735,-18.871424
298847.6953907816,-18.798208
298848.6973947896,-18.7616
298849.6993987976,-18.7616
298850.7014028056,-18.871424
298851.7034068136,-18.981248
298852.7054108217,-18.85312
298853.7074148296,-18.633472
298854.7094188377,-19.017856
298855.7114228457,-19.017856
298856.7134268537,-19.017856
298857.7154308617,-18.926336
298858.7174348697,-18.926336
298859.7194388778,-18.7616
298860.7214428858,-18.743296
298861.7234468938,-18.743296
298862.7254509018,-18.633472
298863.7274549098,-18.889728
298864.7294589179,-18.889728
298865.7314629258,-18.816512
298866.7334669339,-18.816512
298867.7354709419,-18.981248
298868.7374749499,-18.871424
298869.7394789579,-18.981248
298870.7414829659,-18.816512
298871.7434869739,-18.85312
298872.745490982,-18.999552
298873.74749499,-18.779904
298874.749498998,-18.67008
298875.7515030060,-19.2192
298876.753507014,-18.834816
298877.7555110221,-18.743296
298878.7575150300,-18.889728
298879.7595190381,-18.889728
298880.7615230461,-18.889728
298881.7635270541,-18.889728
298882.7655310621,-18.889728
298883.7675350701,-18.889728
298884.7695390782,-18.962944
298885.7715430862,-18.94464
298886.7735470942,-18.908032
298887.7755511022,-18.908032
298888.7775551102,-19.054464
298889.7795591182,-18.926336
298890.7815631262,-18.779904
298891.7835671343,-18.779904
298892.7855711423,-19.03616
298893.7875751503,-18.908032
298894.7895791583,-18.743296
298895.7915831663,-18.85312
298896.7935871743,-19.072768
298897.7955911824,-18.779904
298898.7975951904,-18.871424
298899.7995991984,-19.072768
298900.8016032064,-18.999552
298901.8036072144,-19.182592
298902.8056112225,-19.145984
298903.8076152304,-18.706688
298904.8096192385,-18.57856
298905.8116232465,-18.981248
298906.8136272545,-18.981248
298907.8156312626,-19.200896
298908.8176352705,-18.633472
298909.8196392786,-18.779904
298910.8216432866,-18.743296
298911.8236472946,-18.743296
298912.8256513026,-18.926336
298913.8276553106,-18.57856
298914.8296593186,-18.688384
298915.8316633267,-18.688384
298916.8336673347,-18.688384
298917.8356713427,-18.779904
298918.8376753507,-18.779904
298919.8396793587,-18.779904
298920.8416833667,-18.779904
298921.8436873747,-18.48704
298922.8456913828,-18.48704
298923.8476953908,-18.48704
298924.8496993988,-18.48704
298925.8517034068,-18.57856
298926.8537074148,-18.724992
298927.8557114229,-18.633472
298928.8577154308,-18.798208
298929.8597194389,-18.633472
298930.8617234469,-18.505344
298931.8637274549,-18.505344
298932.865731463,-18.505344
298933.8677354709,-18.541952
298934.869739479,-18.651776
298935.871743487,-18.505344
298936.873747495,-18.541952
298937.875751503,-18.541952
