x0000,y0000
2726000.,0.
2726001.00050025,0.
2726002.0010005003,0.
2726003.0015007504,0.
2726004.0020010006,0.
2726005.0025012507,0.
2726006.003001501,0.
2726007.003501751,0.
2726008.004002001,0.
2726009.0045022513,0.
2726010.0050025014,0.
2726011.0055027516,0.
2726012.0060030017,0.
2726013.006503252,0.
2726014.0070035015,0.
2726015.0075037517,0.
2726016.008004002,0.
2726017.008504252,0.
2726018.009004502,0.
2726019.0095047522,0.
2726020.0100050024,0.
2726021.0105052525,0.
2726022.0110055027,0.
2726023.011505753,0.
2726024.012006003,0.
2726025.012506253,0.
2726026.013006503,0.
2726027.0135067534,0.
2726028.0140070035,0.
2726029.0145072537,0.
2726030.015007504,0.
2726031.015507754,0.
2726032.016008004,0.
2726033.016508254,0.
2726034.0170085044,0.
2726035.0175087545,0.
2726036.0180090046,0.
2726037.018509255,0.
2726038.019009505,0.
2726039.019509755,0.
2726040.020010005,0.
2726041.0205102554,0.
2726042.021010505,0.
2726043.021510755,0.
2726044.0220110053,0.
2726045.0225112555,0.
2726046.0230115056,0.
2726047.0235117557,0.
2726048.024012006,0.
2726049.024512256,0.
2726050.025012506,0.
2726051.0255127563,0.
2726052.0260130065,0.
2726053.0265132566,0.
2726054.0270135067,0.
2726055.027513757,0.
2726056.028014007,0.
2726057.028514257,0.
2726058.0290145073,0.
2726059.0295147575,0.
2726060.0300150076,0.
2726061.0305152577,0.
2726062.031015508,0.
2726063.031515758,0.
2726064.032016008,0.
2726065.0325162583,0.
2726066.0330165084,0.
2726067.0335167586,0.
2726068.0340170087,0.
2726069.0345172584,0.
2726070.0350175085,0.
2726071.0355177587,0.
2726072.036018009,0.
2726073.036518259,0.
2726074.037018509,0.
2726075.0375187593,0.
2726076.0380190094,0.
2726077.0385192595,0.
2726078.0390195097,0.
2726079.03951976,0.
2726080.04002001,0.
2726081.04052026,0.
2726082.0410205103,0.
2726083.0415207604,0.
2726084.0420210105,0.
2726085.0425212607,0.
2726086.043021511,0.
2726087.043521761,0.
2726088.044022011,0.
2726089.0445222612,0.
2726090.0450225114,0.
2726091.0455227615,0.
