x0000,y0000
25416000.,10.652928
25416001.00050025,10.643776
25416002.0010005,10.675808
25416003.00150075,10.67352
25416004.002001,10.655216
25416005.00250125,10.687248
25416006.0030015,10.668944
25416007.00350175,10.68496
25416008.004002,10.664368
25416009.00450225,10.668944
25416010.005002502,10.664368
25416011.005502753,10.652928
25416012.006003,10.668944
25416013.00650325,10.675808
25416014.0070035,10.657504
25416015.00750375,10.664368
25416016.008004002,10.65064
25416017.008504253,10.66208
25416018.009004503,10.646064
25416019.009504754,10.675808
25416020.010005,10.6964
25416021.01050525,10.678096
25416022.011005502,10.664368
25416023.011505753,10.666656
25416024.012006003,10.666656
25416025.012506254,10.671232
25416026.013006505,10.664368
25416027.013506755,10.666656
25416028.014007002,10.664368
25416029.014507253,10.657504
25416030.015007503,10.68496
25416031.015507754,10.682672
25416032.016008005,10.664368
25416033.016508255,10.675808
25416034.017008506,10.668944
25416035.017508753,10.666656
25416036.018009003,10.664368
25416037.018509254,10.666656
25416038.019009504,10.671232
25416039.019509755,10.659792
25416040.020010006,10.682672
25416041.020510256,10.689536
25416042.021010507,10.664368
25416043.021510754,10.682672
25416044.022011004,10.66208
25416045.022511255,10.666656
25416046.023011506,10.67352
25416047.023511756,10.691824
25416048.024012007,10.668944
25416049.024512257,10.671232
25416050.025012508,10.643776
25416051.025512755,10.67352
25416052.026013006,10.675808
25416053.026513256,10.646064
25416054.027013507,10.666656
25416055.027513757,10.66208
25416056.028014008,10.675808
25416057.02851426,10.652928
25416058.029014505,10.66208
25416059.029514756,10.689536
25416060.030015007,10.65064
25416061.030515257,10.671232
25416062.031015508,10.666656
25416063.03151576,10.671232
25416064.03201601,10.666656
25416065.03251626,10.657504
25416066.033016507,10.67352
25416067.033516757,10.652928
25416068.034017008,10.652928
25416069.03451726,10.652928
25416070.03501751,10.671232
25416071.03551776,10.682672
25416072.03601801,10.666656
25416073.03651826,10.671232
25416074.037018508,10.671232
25416075.03751876,10.698688
25416076.03801901,10.691824
25416077.03851926,10.675808
25416078.03901951,10.666656
25416079.03951976,10.68496
25416080.04002001,10.67352
25416081.040520262,10.655216
25416082.04102051,10.671232
25416083.04152076,10.66208
25416084.04202101,10.664368
25416085.04252126,10.666656
25416086.04302151,10.668944
25416087.043521762,10.668944
25416088.044022013,10.66208
25416089.04452226,10.671232
25416090.04502251,10.691824
25416091.04552276,10.666656
25416092.04602301,10.655216
25416093.04652326,10.6964
25416094.047023512,10.668944
25416095.047523763,10.657504
25416096.048024014,10.68496
25416097.04852426,10.657504
25416098.04902451,10.657504
25416099.04952476,10.664368
25416100.050025012,10.66208
25416101.050525263,10.655216
25416102.051025514,10.652928
25416103.051525764,10.675808
25416104.052026015,10.6392
25416105.05252626,10.678096
25416106.053026512,10.67352
25416107.053526763,10.668944
25416108.054027013,10.691824
25416109.054527264,10.680384
25416110.055027515,10.678096
25416111.055527765,10.659792
25416112.056028012,10.659792
25416113.056528263,10.664368
25416114.057028513,10.666656
25416115.057528764,10.6392
25416116.058029015,10.666656
25416117.058529265,10.678096
25416118.059029516,10.668944
25416119.059529766,10.680384
25416120.060030013,10.664368
25416121.060530264,10.666656
25416122.061030515,10.680384
25416123.061530765,10.691824
25416124.062031016,10.664368
25416125.062531266,10.648352
25416126.063031517,10.67352
25416127.063531768,10.671232
25416128.064032014,10.657504
25416129.064532265,10.678096
25416130.065032516,10.682672
25416131.065532766,10.67352
25416132.066033017,10.648352
25416133.066533267,10.66208
25416134.067033518,10.675808
25416135.06753377,10.671232
25416136.068034016,10.668944
25416137.068534266,10.67352
25416138.069034517,10.687248
25416139.069534767,10.668944
25416140.070035018,10.680384
25416141.07053527,10.655216
25416142.07103552,10.67352
25416143.071535766,10.678096
25416144.072036017,10.666656
25416145.072536267,10.659792
25416146.073036518,10.68496
25416147.07353677,10.66208
25416148.07403702,10.657504
25416149.07453727,10.671232
25416150.07503752,10.666656
25416151.075537767,10.678096
25416152.076038018,10.691824
25416153.07653827,10.680384
25416154.07703852,10.682672
25416155.07753877,10.643776
25416156.07803902,10.664368
25416157.07853927,10.648352
25416158.07903952,10.643776
25416159.07953977,10.664368
25416160.08004002,10.680384
25416161.08054027,10.66208
25416162.08104052,10.680384
25416163.08154077,10.67352
25416164.08204102,10.666656
25416165.082541272,10.671232
25416166.08304152,10.65064
25416167.08354177,10.668944
25416168.08404202,10.648352
25416169.08454227,10.652928
25416170.08504252,10.65064
25416171.085542772,10.659792
25416172.086043023,10.67352
25416173.086543273,10.682672
25416174.08704352,10.671232
25416175.08754377,10.646064
25416176.08804402,10.648352
25416177.088544272,10.682672
